slug,name,logo_url,website_url,tagline,contact_links,date_created,tech_tags,topic_tags,categories,program_slug,logo_bg_color,description_html,ideas_list_url
national-resource-for-network-biology-nrnb,National Resource for Network Biology (NRNB),https://summerofcode.withgoogle.com/media/org/national-resource-for-network-biology-nrnb/5uobjboaxnzrxyoj-360.png,https://nrnb.org/gsoc.html,Developing open source tools for network biology,"[{'name': 'chat', 'value': 'https://github.com/nrnb/GoogleSummerOfCode/issues'}, {'name': 'email', 'value': 'alex.pico@gladstone.ucsf.edu'}, {'name': 'mailingList', 'value': 'https://groups.google.com/g/cytoscape-helpdesk'}, {'name': 'twitter', 'value': 'https://twitter.com/cytoscape'}]",2022-03-10T23:18:46.403736Z,"['python', 'javascript', 'java', 'html', 'r']","['web application', 'data science', 'graphics', 'scientific computing', 'network biology']",['Science and medicine'],2022,,"The National Resource for Network Biology (NRNB, https://www.nrnb.org) organizes the development of free, open-source software technologies to enable network-based visualization, analysis, and biomedical discovery. Biomedical research is increasingly dependent on knowledge expressed in terms of networks, including gene, protein and drug interactions, cell-cell and viral-host communication, and vast social networks. Our technologies enable researchers to assemble and analyze these networks and to use them to better understand biological systems and, in particular, how they fail in disease. 
The NRNB mentoring organization includes projects such as Cytoscape (https://cytoscape.org/), WikiPathways (https://wikipathways.org/), SBML (https://sbml.org/), and SBGN (https://sbgn.github.io/). This is a great opportunity to work at the intersection of biology and computing! For example, Cytoscape is downloaded over 18,000 times per month by researchers. We take mentoring seriously and are proud of our 95% success rate (https://www.nrnb.org/alumni.html#gsoc-tab) with former students and projects. But don’t take our word for it, read testimonials from prior NRNB students (https://www.nrnb.org/testimonials.html#student-tab) and (https://www.nrnb.org/testimonials.html#mentor-tab).",https://github.com/nrnb/GoogleSummerOfCode/issues
neutralinojs,Neutralinojs,https://summerofcode.withgoogle.com/media/org/neutralinojs/thloxs47w1aa1uts-360.png,https://neutralino.js.org,Lightweight cross-platform desktop app framework,"[{'name': 'chat', 'value': 'https://discord.gg/cybpp4guTJ'}, {'name': 'email', 'value': 'neutralinojs@gmail.com'}, {'name': 'twitter', 'value': 'https://twitter.com/NeutralinoJs'}]",2022-03-10T23:18:56.506199Z,"['c', 'javascript', 'node.js', 'c++', 'typescript']","['desktop', 'framework', 'cross-platform', 'Application Development']","['Web', 'Development tools']",2022,,"Neutralinojs is a lightweight and portable desktop application development framework. It lets you develop lightweight cross-platform desktop applications using JavaScript, HTML, and CSS. You can extend Neutralinojs with any programming language (via extensions IPC) and use Neutralinojs as a part of any source file (via child processes IPC).",https://github.com/neutralinojs/gsoc2024
numfocus,NumFOCUS,https://summerofcode.withgoogle.com/media/org/numfocus/wimcwc2v6kjlidqc-360.png,https://numfocus.org,NumFOCUS promotes open source scientific software.,"[{'name': 'mailingList', 'value': 'https://groups.google.com/a/numfocus.org/forum/#!forum/gsoc'}, {'name': 'email', 'value': 'info@numfocus.org'}, {'name': 'twitter', 'value': 'https://twitter.com/NumFOCUS/'}]",2022-03-10T23:18:53.716329Z,"['python', 'c++', 'r', 'julia']","['data science', 'graphics', 'scientific computing', 'numerical computation']","['Science and medicine', 'Data']",2022,,"NumFOCUS supports and promotes world-class, innovative, open source scientific software. Most individual projects, even the wildly successful ones, find the overhead of a non-profit to be too large for their community to bear. NumFOCUS provides a critical service as an umbrella organization for this projects.",https://github.com/numfocus/gsoc/blob/master/2024/ideas-list.md
omegaup,omegaUp,https://summerofcode.withgoogle.com/media/org/omegaup/uvgilx7vyspavjox-360.png,https://omegaup.org,Open CS Education as a catalyst for social change,"[{'name': 'chat', 'value': 'https://discord.gg/AusvEwgx'}, {'name': 'blog', 'value': 'https://blog.omegaup.com/'}]",2022-03-25T18:58:44.269895Z,"['python', 'mysql', 'php', 'typescript', 'vue.js']","['education', 'web', 'cloud', 'edtech', 'UX/UI']","['End user applications', 'Web']",2022,,"omegaUp  is a non-profit organization (501c3) aimed to increase the number of talented Software Engineers in Latin America. Our open source platform omegaUp.com lets students immerse in a learning environment that fosters self paced learning of computer science skills with a democratic access to state-of-the-art learning tools.

Teachers and tutors can create new coding challenges or use existing ones to start online programming competitions with local, national or even international reach, with automated grading of student's coding solutions. The omegaUp.com platform also enables teachers to leverage Competitive Programming tools and concepts inside the classroom to improve their educational experience.",https://github.com/omegaup/omegaup/wiki/Google-Summer-of-Code-2024#ideas-list
open-bioinformatics-foundation-obf,Open Bioinformatics Foundation (OBF),https://summerofcode.withgoogle.com/media/org/open-bioinformatics-foundation-obf/gcg4ymt4qhsd0fyj-360.png,https://www.open-bio.org,Open Source & Open Science in biological research,"[{'name': 'mailingList', 'value': 'https://groups.google.com/g/obf-gsoc-general'}, {'name': 'twitter', 'value': 'https://twitter.com/obf_news'}, {'name': 'blog', 'value': 'https://www.open-bio.org/blog/'}]",2022-03-10T23:19:05.367545Z,"['python', 'javascript', 'c++', 'html/css', 'Git/GitHub']","['open science', 'genomics', 'bioinformatics', 'workflows', 'Open Source Bioinformatics']",['Science and medicine'],2022,,"The Open Bioinformatics Foundation (OBF) is a non-profit, volunteer-run group dedicated to promoting the practice and philosophy of Open Source software development and Open Science within the biological research community.

Our main activities are: running and supporting the BOSC conferences; organizing and supporting developer-centric ""Hackathon"" events; participating in the Google Summer of Code program on behalf of our member projects as an umbrella mentoring organization; managing servers, colocation facilities, bank account, domain names, and other assets for the benefit of our member projects; public opinion and policy statements about matters related to Open Source and Open Science in bioinformatics.

The Foundation does not participate directly in the development or structure of the open source work, but as the members of the foundation are drawn from our projects' developer communities, there is clear commonality of direction and purpose.

The OBF is governed by a Board of Directors. Our bylaws lay out how the Board is elected, holds public meetings, and conducts its business, as well as the scope and role of our membership. OBF is an associated project with Software In The Public Interest, Inc., a fiscal sponsorship organization, and through SPI we can accept tax-exempt charitable donations.

The OBF is open to anyone who is interested in promoting open source bioinformatics / open science. Please see the Membership page (https://www.open-bio.org/membership/) for more information.",https://www.open-bio.org/events/gsoc/gsoc-project-ideas/
open-chemistry,Open Chemistry,https://summerofcode.withgoogle.com/media/org/open-chemistry/esda0gvsxomll6my-360.png,https://openchemistry.org/,Advancing Open Source & Open Science for Chemistry,"[{'name': 'mailingList', 'value': 'https://public.kitware.com/mailman/listinfo/openchemistry-developers'}, {'name': 'twitter', 'value': 'https://twitter.com/openchem'}]",2022-03-10T23:18:53.103186Z,"['python', 'javascript', 'opengl', 'c++', 'c++14']","['data science', 'graphics', 'scientific visualization', 'cheminformatics', 'quantum chemistry']","['Science and medicine', 'End user applications']",2022,,"The Open Chemistry project is a collection of open source, cross platform libraries and applications for the exploration, analysis and generation of chemical data. The organization is an umbrella of projects developed by long-time collaborators and innovators in open chemistry such as the Avogadro, Open Babel, RDKit and cclib projects. These projects have been downloaded over 1,000,000 times and cited in over 2,000 academic papers. Our goal is to improve the state of the art, and facilitate the open exchange of chemical data and ideas while utilizing the best technologies from quantum chemistry codes, molecular dynamics, informatics, analytics, and visualization.",https://wiki.openchemistry.org/GSoC_Ideas_2024
open-food-facts,Open Food Facts,https://summerofcode.withgoogle.com/media/org/open-food-facts/ypo4wfmbo5ueujuf-360.png,https://world.openfoodfacts.org/discover,Better food choices for your health & the planet,"[{'name': 'chat', 'value': 'https://slack.openfoodfacts.org'}, {'name': 'email', 'value': 'contact@openfoodfacts.org'}, {'name': 'twitter', 'value': 'https://twitter.com/OpenFoodFacts'}, {'name': 'blog', 'value': 'https://blog.openfoodfacts.org/en/news/tis-the-season'}, {'name': 'facebook', 'value': 'https://facebook.com/OpenFoodFacts'}]",2022-03-10T23:18:48.550067Z,"['python', 'machine learning', 'perl', 'tensorflow', 'flutter']","['open data', 'health', 'environment', 'mobile', 'food']","['Science and medicine', 'Artificial Intelligence']",2022,,"Open Food Facts is the ""Wikipedia of food"". Our community collects information about all the food products in the world, using mobile phones to help people make better choices for themselves and the planet, and to transform the whole food system along the way.
We do so using mobile crowdsourcing, community involvement and machine learning,",https://wiki.openfoodfacts.org/GSOC/2024_ideas_list
open-genome-informatics,Open Genome Informatics,https://summerofcode.withgoogle.com/media/org/open-genome-informatics/p6nhalhjwargwd5s-360.png,http://gmod.org/wiki/GSoC,Open access genomics and bioinformatics projects,"[{'name': 'email', 'value': 'rhaw@oicr.on.ca'}, {'name': 'email', 'value': ' help@gmod.org'}, {'name': 'mailingList', 'value': 'http://groups.google.com/group/genome-informatics'}, {'name': 'email', 'value': 'adam.wright@oicr.on.ca'}, {'name': 'blog', 'value': 'http://gmod.org/wiki/GMOD_News'}, {'name': 'twitter', 'value': 'https://twitter.com/gmodproject'}]",2022-03-10T23:19:09.203306Z,"['python', 'react', 'r-project', 'graph', 'angular']","['genomics', 'bioinformatics', 'biology', 'data discovery']","['Science and medicine', 'Artificial Intelligence']",2022,,"The Open Genome Informatics group represents an umbrella organization consisting of several open source and open access genomics and bioinformatics projects worldwide. Our goals are to develop and maintain a collection of sustainable software tools for managing, analyzing, visualizing, storing, and disseminating genomic data.",http://gmod.org/wiki/GSOC_Project_Ideas_2024
open-robotics,Open Robotics,https://summerofcode.withgoogle.com/media/org/open-robotics/6pg3nwfpieq1qmqw-360.png,https://www.openrobotics.org/,Open source software for robotics,"[{'name': 'email', 'value': 'gsoc@openrobotics.org'}, {'name': 'blog', 'value': 'https://www.openrobotics.org/blog'}, {'name': 'twitter', 'value': 'https://twitter.com/OpenRoboticsOrg'}, {'name': 'blog', 'value': 'https://discourse.ros.org/'}, {'name': 'blog', 'value': 'https://discord.com/invite/RtJeHT8mXQ'}]",2022-03-10T23:18:53.856380Z,"['ros', 'gazebo', 'ignition', 'Open-RMF']","['robotics', 'simulation', 'fleet management']","['End user applications', 'Infrastructure and cloud']",2022,,"Support the  development, distribution, and adoption of open source software for use  in robotics research, education, and product development.",https://github.com/osrf/osrf_wiki/wiki/GSoC24
open-technologies-alliance-gfoss,Open Technologies Alliance - GFOSS,https://summerofcode.withgoogle.com/media/org/open-technologies-alliance-gfoss/kiyijull8pfdypve-360.png,http://www.gfoss.eu,Promote Open Standards and Open Source,"[{'name': 'mailingList', 'value': 'https://lists.ellak.gr/gsoc-developers/listinfo.html'}, {'name': 'chat', 'value': 'https://chat.ellak.gr'}, {'name': 'email', 'value': 'info@eellak.gr'}, {'name': 'twitter', 'value': 'https://twitter.com/eellak'}, {'name': 'blog', 'value': 'admin@eellak.gr'}]",2022-03-10T23:18:50.553583Z,"['javascript', 'c/c++', 'nodejs', 'python 3', 'Machine Learning (ML)']","['web', 'robotics', 'open hardware', 'c++', 'Artificial Inteligence']","['Web', 'Artificial Intelligence']",2022,,"Open Technologies Alliance (GFOSS)  is a non-profit organization, with 37 Universities and Research Centers as its shareholders. Our main goal is to promote Openness.
GFOSS – Open Technologies Alliance  is a platform for Open Standards, Free Software, Open Content, Open Data & Open Hardware in Greece. The major Greek Universities and Research Centers participate in GFOSS – Open Technologies Alliance, while leading members of the Greek community of developers play a key role in the implementation of our policies. Through our initiatives we aspire to contribute and coordinate the efforts of groups of volunteers, public servants, university researchers and students enabling them to form the backbone of Greek FOSS development and implementation. GFOSS is one of the strategic actors for the promotion of OSS throughout Greece (see https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_GR.pdf ). Many public administrations and academic institutions collaborate with GFOSS to implement open source projects and through Google Summer of Code we give the opportunity to students to actively engage in the production and the actual implementation of an open source project. GFOSS also contributes and advises on the development of various open source projects related to e-government and digital transformation in Greece (e.g. https://howto.gov.gr/ - https://forma.gov.gr/) and actively promotes the use of Open Source software and hardware in the Greek primary and secondary education through the Open Educational Technologies Competition (https://openedtech.ellak.gr/ )",https://ellak.gr/wiki/index.php?title=Google_Summer_of_Code_2024_proposed_ideas
open3d-team,Open3D team,https://summerofcode.withgoogle.com/media/org/open3d-team/yhzlqgd1qkcypvrw-360.png,http://www.open3d.org/,A Modern Library for 3D Data Processing,"[{'name': 'mailingList', 'value': 'https://github.com/isl-org/Open3D/discussions/categories/gsoc'}, {'name': 'email', 'value': 'administrator@ivcl.org'}, {'name': 'email', 'value': 'sameer.sheorey@ivcl.org'}]",2022-03-10T23:19:07.025409Z,"['python', 'c++', 'cuda', 'tensorflow', 'pytorch']","['3D machine learning', '3D data processing', '3D visualization', 'physically based rendering']","['Data', 'Media']",2022,,"Open3D is an open-source library that supports rapid development of software that deals with 3D data. The Open3D frontend exposes a set of carefully selected data structures and algorithms in both C++ and Python. The backend is highly optimized and is set up for parallelization. We welcome contributions from the open-source community.

Open3D-ML is an extension of Open3D for 3D machine learning tasks. It builds on top of the Open3D core library and extends it with machine learning tools for 3D data processing.

Core features of Open3D include:

- 3D data structures
- 3D data processing algorithms
- Scene reconstruction
- Surface alignment
- 3D visualization
- Physically based rendering (PBR)
- 3D machine learning support with PyTorch and TensorFlow
- GPU acceleration for core 3D operations
- Available in C++ and Python",https://github.com/isl-org/Open3D/wiki/Google-Summer-of-Code-2023#ideas-list
openafs,OpenAFS,https://summerofcode.withgoogle.com/media/org/openafs/hhf0h2zemmqes7kt-360.png,https://www.openafs.org,An opensource distributed filesystem product.,"[{'name': 'chat', 'value': 'https://www.openafs.org/support.html'}, {'name': 'email', 'value': 'foundation@openafs.org'}, {'name': 'mailingList', 'value': 'https://lists.openafs.org/mailman/listinfo'}, {'name': 'blog', 'value': 'https://www.openafs.org'}]",2022-03-10T23:18:53.515353Z,"['c', 'python', 'git', 'ansible', 'filesystems']","['testing', 'network', 'storage', 'filesystems']","['Data', 'Infrastructure and cloud']",2022,,"AFS is a distributed filesystem product, pioneered at Carnegie Mellon University and supported and developed as a product by Transarc Corporation (now IBM Pittsburgh Labs). It offers a client-server architecture for federated file sharing and replicated read-only content distribution, providing location independence, scalability, security, and transparent migration capabilities. AFS is available for a broad range of heterogeneous systems including UNIX, Linux,  MacOS X, and Microsoft Windows

IBM branched the source of the AFS product, and made a copy of the source available for community development and maintenance. They called the release OpenAFS.

The OpenAFS Foundation is dedicated to fostering the stability and growth of OpenAFS by providing strategic direction and aiming to raise money to support the development and maintenance of OpenAFS",https://www.openafs.org/gsoc/project-ideas.html
openastronomy,OpenAstronomy,https://summerofcode.withgoogle.com/media/org/openastronomy/3wvadxwxjc2arepg-360.png,https://openastronomy.org/,Look at the Universe with the power of open source,"[{'name': 'email', 'value': 'openastronomy.organization@gmail.com'}, {'name': 'chat', 'value': 'https://openastronomy.element.io/#/room/#openastronomy:openastronomy.org'}, {'name': 'mailingList', 'value': 'https://community.openastronomy.org/'}, {'name': 'twitter', 'value': 'https://twitter.com/Open_Astronomy'}, {'name': 'blog', 'value': 'https://openastronomy.org/Universe_OA/'}, {'name': 'twitter', 'value': 'https://astrodon.social/@OpenAstronomy'}]",2022-03-10T23:19:06.600419Z,"['c', 'python', 'julia']","['image processing', 'astronomy', 'solar physics', 'high energy astrophysics']",['Science and medicine'],2022,,"OpenAstronomy is a collaboration between open source astronomy and astrophysics projects that are used by researchers and engineers around the world to study our universe either by analysing the data obtained from amazing instruments like the [James Webb Space telescope](https://jwst.nasa.gov/), the [Square Kilometer Array](https://www.skatelescope.org/) or the [Solar Dynamic Observatory](http://sdo.gsfc.nasa.gov/), developing very sophisticated numerical models (eg. [FLASH](http://flash.uchicago.edu/)) or designing interplanetary trajectories for human-made spacecraft. The analysis of such data helps multiple types of research, from being able to forecast solar storms to detect planets in other stars, to understanding how galaxies are formed to explain the expansion and the origin of the universe.

OpenAstronomy is currently formed by [16 organisations](http://openastronomy.org/members/) that develop tools for different aspects of astronomy. The range of topics covered by these projects is wide, for example: 
- [Astropy](http://astropy.org) is a general Python library for astronomy, providing common tools such as celestial coordinates, image processing, tabular data  reading and writing, units and support for astronomy-specific file formats; 
- [SunPy](http://sunpy.org) provides utilities for obtaining and representing solar physics data, with clients for some of the largest online solar physics data archives and solar specific analysis and visualisation code;
- [Glue](http://www.glueviz.org/) is a data visualization application and library to explore relationships within and among related datasets.
- [Julia Astro](http://juliaastro.github.io/) is a set of packages for general astronomy and astrophysics analysis using Julia;
- And more!

As a single organisation, we aim to strengthen collaborations between the different sub-organisations, and at the same time increase the awareness among our users on the capabilities of our ""sister"" projects.",https://openastronomy.org/gsoc/gsoc2024/#/projects
opencv,OpenCV,https://summerofcode.withgoogle.com/media/org/opencv/fmh9fnybaz97kodm-360.png,https://opencv.org/,++ beneficial uses of computer vision in society,"[{'name': 'mailingList', 'value': 'https://groups.google.com/g/opencv-gsoc-202x'}, {'name': 'twitter', 'value': 'https://twitter.com/opencvlibrary'}, {'name': 'blog', 'value': 'https://forum.opencv.org/'}, {'name': 'facebook', 'value': 'https://www.facebook.com/opencvlibrary'}, {'name': 'blog', 'value': 'https://open-cv.slack.com/'}]",2022-03-10T23:19:05.018735Z,"['python', 'c++', 'deep learning', 'ai']","['robotics', 'computer vision', 'ai', 'deep learning']","['Media', 'Artificial Intelligence']",2022,,"OpenCV promotes the beneficial uses of computer vision in society primarily through maintaining a state-of-the-art open and free code base and via courseware, contests, workshops and conferences. 

OpenCV, the Open Source Computer Vision Library includes state of the art computer vision and deep learning algorithms (including running deep networks) and apps. It is professionally coded and optimized. It can be used in C++, Python, javascipt, Julia, Cuda, OpenCL and Matlab. It runs on: Android, iOS, Windows, Linux and MacOS and many embedded implementations such as Raspberry Pi, Movidius, and RISC-V.",https://github.com/opencv/opencv/wiki/GSoC_2024
openmrs,OpenMRS,https://summerofcode.withgoogle.com/media/org/openmrs/evthgp3dhsqx5kyx-360.png,https://openmrs.org/,"Write Code, Save Lives.","[{'name': 'mailingList', 'value': 'https://talk.openmrs.org/'}, {'name': 'chat', 'value': 'https://slack.openmrs.org/'}, {'name': 'twitter', 'value': 'https://twitter.com/openmrs'}]",2022-03-10T23:18:56.951414Z,"['mysql', 'javascript', 'java', 'reactjs', 'fhir']","['platform', 'frontend', 'Electronic Medical Record System', 'QA automation']","['Science and medicine', 'Development tools']",2022,,"OpenMRS provides the foundational, electronic medical record technology for more than 6,500 health facilities in over 80 countries, touching and helping millions of patients throughout  the world.  

The OpenMRS Community’s mission is to improve healthcare delivery in resource-constrained environments. 

We coordinate a global community that creates and sustains a robust, scalable, user-driven and open-source medical record platform and reference frontend application.

We maintain a platform that countries and implementers use to create a customized EMR system in response to actual needs on the ground.",https://wiki.openmrs.org/display/RES/Summer+of+Code+2024
openstreetmap,OpenStreetMap,https://summerofcode.withgoogle.com/media/org/openstreetmap/ihw4tczyumj0yx81-360.png,https://www.openstreetmap.org/,Create and distribute free geodata for the world,"[{'name': 'mailingList', 'value': 'https://community.openstreetmap.org/'}, {'name': 'blog', 'value': 'https://blogs.openstreetmap.org/'}]",2022-03-10T23:18:50.662735Z,"['javascript', 'java', 'c++']","['databases', 'web', 'routing', 'ui', 'geodata']","['Data', 'End user applications']",2022,,"OpenStreetMap is a crowdsourcing project that creates and distributes free geographic data for the world. Our data is collected by hundreds of thousands of contributors around the globe and released with an open-content license. We allow free access not only to our map products, but all the underlying map data, which powers websites and apps used by billions of people worldwide.

OSM data can be freely used in both open and closed source software, and has attracted many commercial users. Still, the success of OSM wouldn't be possible without open source software and volunteer developers. The database, website and api running on our own servers, the editing tools used by contributors to improve the map, and many of the most popular libraries and end-user applications within the OSM software ecosystem are all open source software, and developed through a community-driven process.

As our Google Summer of Code participation spans this diverse set of software projects, most of which are maintained as independent efforts under the OSM umbrella, contributors will encounter a wide range of programming languages, paradigms and use cases. We hope that we have interesting challenges to offer for any developer, no matter their background!",https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2024/Project_ideas
opensuse-project,openSUSE Project,https://summerofcode.withgoogle.com/media/org/opensuse-project/zq11ebxj038xotbe-360.png,https://get.opensuse.org/,"Makers' choice for sysadmins, developers & users","[{'name': 'chat', 'value': 'https://chat.opensuse.org/'}, {'name': 'chat', 'value': 'https://discord.com/invite/opensuse'}, {'name': 'mailingList', 'value': 'https://lists.opensuse.org/archives/list/project@lists.opensuse.org/'}, {'name': 'mailingList', 'value': 'https://lists.opensuse.org/archives/list/factory@lists.opensuse.org/'}, {'name': 'email', 'value': 'ddemaio@opensuse.org'}, {'name': 'twitter', 'value': 'https://twitter.com/openSUSE'}, {'name': 'facebook', 'value': 'https://www.facebook.com/groups/opensuseproject/'}]",2022-03-10T23:18:51.687929Z,"['python', 'c/c++', 'go', 'ruby', 'reactjs javascript']","['AIML', 'operating system developer tools', 'containers kubernetes', 'Security Cryptography', 'systems management']","['Operating systems', 'Development tools']",2022,,"The openSUSE Project is a worldwide effort that promotes the use of Linux, tools around it, and open source. The openSUSE community is made up of multiple contributing communities that collaborate as part of a global open-source network. The openSUSE community develops, builds and maintains many of the packages, tools and infrastructure for the distribution. The community works together in an open, transparent and friendly manner as part of the global Free and Open Source Software community. openSUSE creates one of the world's best Linux distributions, as well as a variety of tools, such as OBS, OpenQA, Kiwi, YaST, OSEM and Uyuni. Distributions include a rolling release (Tumbleweed), a stable annual release (Leap) and operating systems for edge, embedded, cloud and containers through MicroOS and ALP.

The project is controlled by its community and relies on the contributions of individuals, working as testers, writers, translators, usability experts, artists and ambassadors or developers. The project embraces a wide variety of technology, people with different levels of expertise, speaking different languages and having different cultural backgrounds.",https://101.opensuse.org/
openvino-toolkit,OpenVINO Toolkit,https://summerofcode.withgoogle.com/media/org/openvino-toolkit/ivzvok335ujezk2z-360.png,https://docs.openvino.ai/,Make AI inference faster and easier to deploy!,"[{'name': 'mailingList', 'value': 'https://github.com/openvinotoolkit/openvino/discussions'}, {'name': 'blog', 'value': 'https://medium.com/openvino-toolkit'}]",2022-03-10T23:18:52.225385Z,"['python', 'c++', 'x86']","['ai', 'deep learning', 'neural network', 'inference', 'gen ai']","['Development tools', 'Artificial Intelligence']",2022,,"Learning and practicing AI is not easy. Deploying AI in real applications is challenging and complex. We realized that and created OpenVINO – an open-source toolkit for bringing AI models to life on the most widespread and available platforms like x86 CPUs, but also Intel GPUs and NPUs that make up an AI PC. One can use OpenVINO to optimize own model for high performance with the most advanced model optimization capabilities and run those through OpenVINO runtime on various devices. 

We are driven by the idea of making it easy for a regular person to learn and use AI with minimal investments and unlock innovation (such as LLMs and Gen AI) to a broad audience. We allow AI inference on the most widespread and popular platforms and provide pre-trained models, educational and visual demos, image annotation tools, and model training templates to get you up to speed. With good use-case coverage and simple/educational API, OpenVINO is also a toolkit of choice for AI in production by plenty of companies. It is a fully production-ready software solution.",https://github.com/openvinotoolkit/openvino/wiki/Google-Summer-Of-Code
openwisp,OpenWISP,https://summerofcode.withgoogle.com/media/org/openwisp/xgfy0r7femccwzvj-360.png,https://openwisp.org,The Hackable Network Management System,"[{'name': 'chat', 'value': 'https://gitter.im/openwisp/development'}, {'name': 'chat', 'value': 'https://gitter.im/openwisp/general'}, {'name': 'mailingList', 'value': 'https://groups.google.com/forum/#!aboutgroup/openwisp'}, {'name': 'twitter', 'value': 'https://twitter.com/openwisp'}]",2022-03-10T23:18:53.990809Z,"['python', 'javascript', 'django', 'lua', 'openwrt']","['networking', 'network management system', 'wifi', 'vpn', 'sdn']","['End user applications', 'Web']",2022,,"OpenWISP is an open source network management system which runs on low cost hardware and can be used to manage networks: from public wifi, university wifi, to mesh networks and IoT.",https://openwisp.io/docs/developer/gsoc-ideas-2024.html
oppia-foundation,Oppia Foundation,https://summerofcode.withgoogle.com/media/org/oppia-foundation/nqvgy9fm3aqshwtv-360.png,https://www.oppia.org,"Free platform for interactive, tutor-like lessons","[{'name': 'mailingList', 'value': 'https://github.com/oppia/oppia/discussions'}, {'name': 'blog', 'value': 'https://www.oppia.org/blog'}, {'name': 'twitter', 'value': 'https://twitter.com/oppiaorg?lang=en'}, {'name': 'facebook', 'value': 'https://www.facebook.com/oppiaorg'}]",2022-03-19T06:47:44.798800Z,"['python', 'google app engine', 'angular', 'typescript', 'Apache Beam']","['education', 'web', 'ai', 'nonprofit', 'social impact']","['End user applications', 'Artificial Intelligence']",2022,,"The Oppia project aims to empower learners across the globe by providing access to high-quality, engaging education. We envision a world where access to high-quality education is not a privilege but a human right. 

The team works on two platforms: 

    (a) Oppia Web, which provides an online learning tool that enables anyone to learn from effective and engaging interactive lessons (called 'explorations'), which simulate a one-on-one conversation with a tutor. This format makes it possible for students to learn by doing while getting feedback. The Oppia Web platform also provides the infrastructure needed to support lesson creation and translation.

    (b) Oppia Android, which provides a way for these lessons to be played offline on an Android app that supports low-end devices and does not require Internet connectivity. 

As a community, we are also aware that millions of students in underserved communities lack access to the educational resources necessary to effectively learn key skills like basic numeracy. Thus, in addition to developing the Oppia platform, the team has launched and continues to develop a set of free and effective lessons on basic mathematics, supplemented by translations and voiceovers. Students using these lessons have shown strong improvements between pre-and post-tests, and we’ve received lots of positive feedback on them. We are planning to extend this offering to other subjects, based on what students (and the nonprofits working with them) tell us would be most useful.",https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2024#oppias-project-ideas-list
orcasound,Orcasound,https://summerofcode.withgoogle.com/media/org/orcasound/fu5kadqoa0vlsjhx-360.png,https://orcasound.net,Humans & AI listening together to save the whales.,"[{'name': 'chat', 'value': 'https://orcasound.slack.com/'}, {'name': 'blog', 'value': 'https://orcasound.net/blog'}, {'name': 'twitter', 'value': 'https://twitter.com/orcasoundapp'}, {'name': 'facebook', 'value': 'https://facebook.com/orcasoundapp'}]",2022-03-10T23:18:57.952606Z,"['python', 'javascript', 'ffmpeg', 'NextJs', 'GitHub Actions']","['web', 'audio', 'ai', 'acoustics', 'community science']","['Science and medicine', 'Data']",2022,,"Orcasound is an open source project that makes it easy to listen live for animals that make sounds, like the endangered orcas in Washington State (USA). We use underwater microphones (hydrophones) deployed in the habitat of the Southern Resident Killer Whales (SRKWs) to listen for the calls, whistles, and clicks they make almost continuously -- intense signals that can be heard 10 km away, often before the orcas are visible.  

Since a Kickstarter in mid-2017, [key members of our community](http://www.orcasound.net/hacker-hall-of-fame/) have built a [web app](live.orcasound.net) that is connected to 3 hydrophones monitoring the SRKW habitat 24/7. Version 2 of the app, launched in May 2020, lets citizen scientists indicate when they detect orca sounds in the live audio data streams, or other sounds that might harm the orcas, like sonar or noise from ships. 

Orcasound also maintains repositories with other open source tools that support the web app, as well as bioacoustic analysis in general, and killer whale recovery. For example, [orcanode](https://github.com/orcasound/orcanode) holds Python code and shell scripts that generate the live audio stream in lossy HLS format to optimize audio playback within modern browsers and lossless FLAC format for scientific analysis.",https://github.com/orgs/orcasound/projects/10
organic-maps,Organic Maps,https://summerofcode.withgoogle.com/media/org/organic-maps/cnhed0elppzqsjut-360.png,https://organicmaps.app,"Offline maps app for tourists, cyclers & hikers","[{'name': 'chat', 'value': 'https://t.me/organicmaps'}, {'name': 'email', 'value': 'hello@organicmaps.app'}, {'name': 'mailingList', 'value': 'https://github.com/orgs/organicmaps/discussions/'}, {'name': 'chat', 'value': 'https://matrix.to/#/#organicmaps:matrix.org'}, {'name': 'facebook', 'value': 'https://www.facebook.com/OrganicMaps'}, {'name': 'twitter', 'value': 'https://twitter.com/organicmapsapp'}, {'name': 'blog', 'value': 'https://organicmaps.app/news/'}]",2022-03-11T12:19:55.673964Z,"['android', 'java', 'c++', 'ios', 'OpenStreetMap']","['privacy', 'maps', 'navigation', 'mobile', 'offline']",['End user applications'],2022,,"Organic Maps is the ultimate companion app for travelers, tourists, hikers, and cyclists:

- Detailed offline maps with places that don't exist on other maps, thanks to OpenStreetMap
- Cycling routes, hiking trails, and walking paths
- Contour lines, elevation profiles, peaks, and slopes
- Turn-by-turn walking, cycling, and car navigation with voice guidance
- Fast offline search on the map
- Bookmarks export and import in KML/KMZ formats (GPX is planned)
- Dark Mode to protect your eyes
- Countries and regions don't take a lot of space
- Free and open-source

Organic Maps is pure and organic, made with love:

- Respects your privacy
- Saves your battery
- No unexpected mobile data charges",https://github.com/organicmaps/organicmaps/wiki/GSoC-2024-ideas
